@relation '238454L1_2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6-weka.filters.supervised.attribute.Discretize-R1,5,6,7,8-precision6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T 0.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T 0.001 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T 0.001 -N -1-weka.filters.unsupervised.attribute.Reorder-R5,7,2,6,1,4,3,last'

@attribute 'rodzaj zrodla dochodu' {11,12,13,15,16,17,98,99}
@attribute plec {K,M}
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute 'okres w jakim bedzie pobierac dochod' {'\'(-inf-22]\'','\'(22-inf)\''}
@attribute 'ktore rolowanie' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'okres w jakim pob. doch.' {'\'(-inf-3.5]\'','\'(3.5-inf)\''}
@attribute 'miesieczny dochod netto' {'\'(-inf-567]\'','\'(567-inf)\''}
@attribute 'status pozyczki' {dobry,zly}

@data
12,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(55.2-67.6]\'','\'(-inf-22]\'','\'(-inf-0.5]\'','\'(-inf-3.5]\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(-inf-567]\'',dobry
17,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(-inf-567]\'',zly
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(-inf-3.5]\'','\'(567-inf)\'',zly
16,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
12,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
99,M,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
99,M,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(-inf-3.5]\'','\'(567-inf)\'',dobry
13,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
99,K,'\'(30.4-42.8]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,M,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(30.4-42.8]\'','\'(-inf-22]\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
99,K,'\'(30.4-42.8]\'','\'(-inf-22]\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(42.8-55.2]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(-inf-3.5]\'','\'(567-inf)\'',dobry
17,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(-inf-3.5]\'','\'(567-inf)\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,K,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(-inf-3.5]\'','\'(567-inf)\'',zly
16,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(42.8-55.2]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(-inf-567]\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
12,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,K,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(-inf-567]\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
99,K,'\'(30.4-42.8]\'','\'(-inf-22]\'','\'(-inf-0.5]\'','\'(-inf-3.5]\'','\'(-inf-567]\'',zly
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(67.6-inf)\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(-inf-0.5]\'','\'(-inf-3.5]\'','\'(567-inf)\'',zly
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
16,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
98,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(67.6-inf)\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
17,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
12,K,'\'(42.8-55.2]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
98,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(-inf-567]\'',zly
16,M,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,M,'\'(42.8-55.2]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(-inf-3.5]\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
17,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
11,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(67.6-inf)\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,K,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,K,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(67.6-inf)\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
11,M,'\'(30.4-42.8]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',zly
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
12,K,'\'(-inf-30.4]\'','\'(-inf-22]\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
16,M,'\'(-inf-30.4]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(-inf-567]\'',zly
11,M,'\'(42.8-55.2]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
13,M,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(0.5-inf)\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
17,K,'\'(55.2-67.6]\'','\'(22-inf)\'','\'(-inf-0.5]\'','\'(3.5-inf)\'','\'(567-inf)\'',dobry
